MOT.Q0,MOT.Q1,MOT.Q3,Label
0.687136,0.017029,0.016785,1
0.662215,0.057678,-0.077087,0
0.332007,-0.542175,-0.612,2
0.668004,0.121765,0.069458,0
0.83268,0.090515,-0.035278,1
0.321625,-0.541748,-0.615417,2
0.49037,-0.160461,-0.238464,1
0.677978,0.046387,-0.099731,0
0.700801,0.092896,-0.171326,0
0.330643,-0.542664,-0.612305,2
0.323536,-0.541809,-0.614502,2
0.441996,-0.101685,-0.143677,1
0.84273,-0.033508,-0.209534,0
0.469049,-0.160461,-0.175354,1
0.312113,-0.564758,-0.645874,2
0.670244,0.063721,-0.135559,0
0.331574,-0.542847,-0.612061,2
0.311253,-0.563599,-0.647339,2
0.309326,-0.565063,-0.646484,2
0.70843,-0.031494,-0.09967,0
0.732815,0.032349,-0.177063,0
0.312551,-0.566162,-0.64447,2
0.323796,-0.54126,-0.61499,2
0.683838,-0.024109,0.053162,1
0.669557,-0.020264,-0.179749,0
0.835578,0.129761,-0.086365,1
0.804002,0.001709,-0.220764,0
0.331591,-0.542603,-0.612549,2
0.672053,0.045593,-0.096375,0
0.665667,-0.03241,-0.18689,0
0.322962,-0.539673,-0.616211,2
0.744029,-0.00061,-0.175171,0
0.633747,-0.236206,-0.351685,1
0.426554,-0.155823,-0.142578,1
0.860324,-0.09259,-0.176636,0
0.848323,0.118103,-0.045837,1
0.834039,-0.03125,-0.256897,0
0.804025,0.134277,-0.101624,1
0.677898,-0.070374,0.024048,1
0.646637,-0.037842,0.065552,1
0.712601,0.035156,-0.018677,1
0.30944,-0.563904,-0.647095,2
0.738287,0.053101,-0.043884,1
0.831026,-0.016479,-0.165771,0
0.42239,-0.115723,-0.198669,1
0.310825,-0.567444,-0.644409,2
0.800751,-0.005615,-0.103821,0
0.450532,-0.107666,-0.21167,1
0.804167,0.037476,0.004883,1
0.688688,0.091736,-0.113586,0
0.760618,0.034363,-0.176575,0
0.331656,-0.542114,-0.611633,2
0.813531,0.141724,-0.099304,1
0.743202,0.094849,-0.010193,1
0.625887,-0.196289,-0.324707,1
0.787164,0.014221,-0.16925,0
0.322138,-0.541992,-0.615356,2
0.6326,-0.201538,-0.363281,1
0.310859,-0.566101,-0.645996,2
0.669295,0.117676,-0.135437,0
0.841925,-0.023193,-0.215942,0
0.697747,-0.011108,0.033936,1
0.703263,-0.010986,0.051392,1
0.330572,-0.540833,-0.613586,2
0.72195,0.04303,-0.104736,0
0.30929,-0.565491,-0.645935,2
0.312295,-0.56665,-0.644165,2
0.495123,-0.161926,-0.204773,1
0.331178,-0.542786,-0.61261,2
0.634858,-0.138367,-0.234436,1
0.678855,-0.116089,-0.288513,1
0.310775,-0.565796,-0.645264,2
0.323635,-0.540833,-0.615356,2
0.468359,-0.164612,-0.180664,1
0.312878,-0.566833,-0.644531,2
0.844469,-0.032593,-0.20929,0
0.331531,-0.542603,-0.612488,2
0.640317,-0.181824,-0.289001,1
0.565266,-0.08728,-0.212646,1
0.80367,0.006042,-0.243713,0
0.787707,0.047485,-0.207275,0
0.704699,0.004333,-0.096191,0
0.723499,0.108215,-0.196594,0
0.659737,-0.148804,-0.29425,1
0.308404,-0.564758,-0.647461,2
0.51456,-0.198608,-0.246521,1
0.31152,-0.564453,-0.646118,2
0.72738,0.037231,0.039551,1
0.323715,-0.54126,-0.615173,2
0.684839,0.040894,-0.113953,0
0.668989,0.05011,-0.091614,0
0.671535,-0.083313,-0.310364,1
0.536209,-0.11615,-0.235352,1
0.330859,-0.542664,-0.61261,2
0.325283,-0.541992,-0.613464,2
0.700003,0.051453,-0.178894,0
0.795678,0.015442,-0.217468,0
0.754928,-0.010132,-0.120667,0
0.725801,-0.028564,0.042847,1
0.323828,-0.541443,-0.615234,2
0.668403,0.066284,-0.13324,0
0.313692,-0.567322,-0.64386,2
0.331546,-0.542175,-0.612671,2
0.74631,0.005371,-0.099609,0
0.44944,-0.15448,-0.158386,1
0.322459,-0.542114,-0.615784,2
0.666237,0.074402,-0.15271,0
0.646168,-0.007019,-0.174866,0
0.676293,0.052612,-0.136047,0
0.331683,-0.542542,-0.612366,2
0.661744,-0.064514,-0.3349,1
0.673876,-0.020691,-0.182556,0
0.659998,0.003296,0.053833,1
0.582315,-0.169739,-0.29303,1
0.868391,-0.115845,-0.151794,0
0.4595,-0.077698,-0.213928,1
0.329621,-0.540039,-0.613953,2
0.693828,0.01709,-0.205444,1
0.310713,-0.564453,-0.646545,2
0.32547,-0.541992,-0.613647,2
0.312,-0.565247,-0.645386,2
0.739379,0.00824,-0.198303,0
0.330387,-0.541382,-0.613342,2
0.314053,-0.567261,-0.643738,2
0.726213,-0.095703,-0.151001,0
0.322196,-0.541748,-0.61615,2
0.811913,0.039673,-0.194275,0
0.322455,-0.541321,-0.616577,2
0.667684,0.027466,-0.090576,0
0.740002,0.008057,-0.137329,0
0.309665,-0.564819,-0.646729,2
0.310529,-0.564392,-0.647034,2
0.839674,0.050842,-0.271729,0
0.331188,-0.542175,-0.613098,2
0.314289,-0.567505,-0.643677,2
0.861143,0.03418,-0.159424,0
0.309273,-0.563782,-0.647705,2
0.461986,-0.095398,-0.147461,1
0.740499,0.03125,-0.002502,1
0.650349,-0.110779,-0.306396,1
0.330806,-0.542786,-0.612671,2
0.311634,-0.56543,-0.645325,2
0.43279,-0.109558,-0.26062,1
0.726737,0.062622,-0.131042,0
0.331342,-0.542725,-0.612061,2
0.684133,0.036438,-0.101257,0
0.690887,-0.010376,-0.182068,0
0.322502,-0.542419,-0.614319,2
0.322622,-0.543274,-0.614441,2
0.658609,-0.008667,-0.180237,0
0.330115,-0.540649,-0.613525,2
0.323586,-0.541321,-0.615234,2
0.675905,-0.157043,-0.322632,1
0.875233,0.008972,-0.187622,0
0.734794,0.062561,-0.127747,0
0.330213,-0.541626,-0.61322,2
0.616232,-0.111572,-0.294189,1
0.59054,-0.159668,-0.338257,1
0.592055,-0.187866,-0.353333,1
0.820526,-0.027832,-0.177795,0
0.683602,-0.09729,-0.293335,1
0.6319,-0.201111,-0.362427,1
0.800968,0.157898,-0.068054,1
0.834211,0.092102,-0.064026,1
0.732009,-0.010925,-0.197205,0
0.330922,-0.542175,-0.611694,2
0.670733,-0.038879,-0.146362,0
0.331791,-0.542358,-0.61261,2
0.308609,-0.56543,-0.646545,2
0.325315,-0.541809,-0.613892,2
0.676823,0.039673,-0.10199,0
0.314243,-0.567261,-0.643799,2
0.731741,-0.001892,-0.000732,1
0.801493,-0.065369,-0.182617,0
0.309057,-0.565857,-0.645996,2
0.818414,-0.038757,-0.232117,0
0.308689,-0.565735,-0.64624,2
0.328905,-0.540833,-0.614014,2
0.551141,-0.142212,-0.260864,1
0.623919,-0.129272,-0.250488,1
0.325234,-0.541565,-0.614197,2
0.325954,-0.542419,-0.613342,2
0.859068,-0.039551,-0.219543,0
0.324734,-0.541199,-0.614502,2
0.312914,-0.56488,-0.645264,2
0.332091,-0.542664,-0.611145,2
0.719016,0.043579,-0.019226,1
0.620368,-0.194397,-0.359802,1
0.721803,0.014465,-0.018066,1
0.312613,-0.56604,-0.64447,2
0.323347,-0.540222,-0.614868,2
0.845162,-0.013489,-0.230652,0
0.44496,-0.142334,-0.24939,1
0.775635,0.05896,-0.032837,1
0.443154,-0.116699,-0.166687,1
0.741157,0.05426,-0.171021,0
0.759141,0.025391,-0.194702,0
0.324582,-0.541077,-0.615112,2
0.652672,-0.005127,0.037109,1
0.532871,-0.11261,-0.24884,1
0.717371,0.014709,-0.13208,0
0.714783,0.076843,-0.191284,0
0.701028,-0.02948,0.053528,1
0.65473,0.048889,-0.088379,0
0.776188,0.014771,0.022034,1
0.311869,-0.565979,-0.644226,2
0.859481,-0.030457,-0.109314,0
0.523969,-0.062622,-0.233704,1
0.757968,0.030762,-0.169434,0
0.802891,0.071899,-0.013794,1
0.712507,0.00769,-0.122437,0
0.618946,-0.206726,-0.366394,1
0.648699,-0.055298,0.061584,1
0.331705,-0.542236,-0.612671,2
0.672265,-0.173889,-0.321106,1
0.311732,-0.565369,-0.645447,2
0.738656,-0.001099,0.034119,1
0.85097,-0.079834,-0.151672,0
0.663352,0.0802,-0.143738,0
0.694996,0.072083,-0.145203,0
0.673753,-0.059937,-0.328308,1
0.870081,0.018066,-0.195435,0
0.3122,-0.565125,-0.645203,2
0.479594,-0.166016,-0.172607,1
0.323515,-0.541992,-0.614868,2
0.482535,-0.225037,-0.308777,1
0.325453,-0.541321,-0.614014,2
0.310941,-0.565491,-0.645142,2
0.879093,-0.025757,-0.187561,0
0.415477,-0.183411,-0.182007,1
0.332257,-0.542175,-0.611816,2
0.741615,0.018494,-0.131897,0
0.790408,0.029541,-0.16748,0
0.311943,-0.567017,-0.644592,2
0.673542,0.066833,-0.146606,0
0.49663,-0.2052,-0.214539,1
0.730289,0.032776,-0.007324,1
0.312096,-0.564209,-0.646362,2
0.678028,0.080933,-0.137085,0
0.322998,-0.541443,-0.615295,2
0.330823,-0.541748,-0.612549,2
0.683402,0.061218,-0.155334,0
0.676317,0.062378,-0.129028,0
0.657799,-0.004883,0.002502,1
0.325625,-0.542053,-0.613464,2
0.647828,-0.22522,-0.324524,1
0.5074,-0.15387,-0.218994,1
0.61906,-0.065125,0.055908,1
0.530997,-0.231323,-0.185669,1
0.771563,-0.031311,-0.13623,0
0.737779,-0.027283,-0.172119,0
0.676296,0.054626,-0.136536,0
0.683536,0.11322,0.068359,0
0.828996,0.089172,-0.036316,1
0.626159,-0.200012,-0.361694,1
0.429586,-0.108704,-0.154785,1
0.311128,-0.56366,-0.647461,2
0.331586,-0.54303,-0.611938,2
0.706771,0.050903,-0.147583,0
0.695191,-0.005371,0.057617,1
0.858391,-0.094421,-0.200378,0
0.707295,0.00885,0.064453,1
0.311776,-0.565002,-0.646362,2
0.504414,-0.189636,-0.211609,1
0.33251,-0.542603,-0.611816,2
0.83396,0.118469,-0.078552,1
0.324909,-0.541626,-0.613892,2
0.686164,-0.000183,0.056885,1
0.321962,-0.541626,-0.616333,2
0.308056,-0.563599,-0.647827,2
0.3233,-0.543396,-0.614258,2
0.322979,-0.539795,-0.615295,2
0.658353,-0.007751,-0.181702,0
0.681281,0.067139,-0.142029,0
0.822952,-0.083984,-0.161133,0
0.702733,0.085022,-0.156311,0
0.703246,-0.006714,-0.09906,0
0.665919,0.045288,-0.095764,0
0.657953,-0.11731,-0.306885,1
0.81806,0.044067,-0.077087,1
0.708861,-0.092651,-0.126587,0
0.331558,-0.54248,-0.612488,2
0.632854,-0.235413,-0.367004,1
0.646679,0.06488,-0.115173,0
0.310959,-0.564453,-0.646118,2
0.876898,-0.092224,-0.181519,0
0.752649,0.039001,-0.194763,0
0.656444,0.046631,-0.088257,0
0.645136,-0.009521,0.040405,1
0.309116,-0.564148,-0.647461,2
0.324648,-0.540588,-0.61499,2
0.332602,-0.543091,-0.611145,2
0.680675,-0.087097,-0.321533,1
0.863565,-0.028625,-0.137817,0
0.332276,-0.542847,-0.611633,2
0.702919,0.062683,-0.118713,0
0.715379,0.00116,-0.106628,0
0.861125,-0.096741,-0.176331,0
0.683373,0.098328,-0.099426,0
0.824524,-0.035767,-0.195801,0
0.609845,-0.133423,-0.283936,1
0.311601,-0.563477,-0.647278,2
0.700809,-0.02063,-0.167175,0
0.826579,0.072021,-0.059692,1
0.474358,-0.116455,-0.18573,1
0.845023,-0.034363,-0.234558,0
0.849851,-0.102844,-0.138733,0
0.561096,-0.152588,-0.226807,1
0.644452,-0.031555,0.055664,1
0.806258,-0.013428,-0.17157,0
0.322581,-0.540894,-0.616699,2
0.856925,-0.039978,-0.205505,0
0.704474,-0.022583,0.051208,1
0.822356,-0.016785,-0.217896,0
0.312449,-0.565002,-0.645691,2
0.314237,-0.567505,-0.643433,2
0.712386,0.017639,-0.116089,0
0.877961,-0.013306,-0.144409,0
0.311693,-0.564453,-0.645996,2
0.325661,-0.542053,-0.613586,2
0.33165,-0.542847,-0.612488,2
0.617176,-0.160583,-0.322449,1
0.330015,-0.541443,-0.61377,2
0.866576,-0.11377,-0.153015,0
0.658735,-0.024597,0.050964,1
0.618714,-0.045898,0.07605,1
0.457648,-0.076965,-0.193604,1
0.851049,-0.003601,-0.238159,0
0.621601,-0.115417,-0.281433,1
0.77232,0.000793,-0.178772,0
0.762304,0.015137,-0.060303,0
0.659237,0.0224,-0.103027,0
0.64987,0.061584,-0.128418,0
0.71531,-0.04071,-0.087769,0
0.84679,-0.032837,-0.135132,0
0.450352,-0.187805,-0.117065,1
0.570113,-0.105042,-0.274109,1
0.312129,-0.564819,-0.645813,2
0.312412,-0.56543,-0.645142,2
0.322051,-0.541626,-0.616333,2
0.329634,-0.540527,-0.613892,2
0.823145,-0.01886,-0.212769,0
0.313776,-0.566833,-0.644287,2
0.850726,-0.024048,-0.110474,0
0.743191,-0.003479,0.025635,1
0.67366,-0.003418,0.057983,1
0.331205,-0.542786,-0.612549,2
0.331795,-0.542786,-0.612183,2
0.330025,-0.541321,-0.613403,2
0.309357,-0.564697,-0.64679,2
0.68,-0.107422,-0.332153,1
0.330009,-0.541748,-0.613831,2
0.784869,0.144287,-0.054504,1
0.803135,-0.061462,-0.191956,0
0.694854,-0.034607,-0.104797,0
0.757068,0.049255,-0.167725,0
0.644776,-0.07959,-0.284546,1
0.65892,-0.009277,-0.17981,0
0.757219,0.051575,-0.148193,0
0.330689,-0.541077,-0.614197,2
0.867523,-0.013306,-0.181702,0
0.462428,-0.048279,-0.217957,1
0.767071,-0.068909,-0.211731,0
0.322851,-0.539551,-0.615906,2
0.329247,-0.540955,-0.61377,2
0.647484,-0.09137,-0.332825,1
0.789202,0.097473,-0.067322,1
0.308418,-0.564758,-0.647339,2
0.637699,-0.03064,0.068726,1
0.329247,-0.540955,-0.61377,2
0.662703,0.080872,-0.142944,0
0.701907,0.090698,-0.169434,0
0.693273,-0.022766,-0.165222,0
0.749186,0.031494,-0.180847,0
0.675618,-0.026001,-0.157104,0
0.848659,-0.055664,-0.197876,0
0.674879,-0.006531,-0.164368,0
0.560365,-0.080139,-0.280396,1
0.610193,-0.050659,-0.301331,1
0.667972,-0.041565,0.05011,1
0.32253,-0.542297,-0.614929,2
0.691092,0.103943,-0.119141,0
0.8638,-0.031433,-0.137451,0
0.331379,-0.542542,-0.612671,2
0.81022,0.081421,-0.020569,1
0.818784,0.017883,-0.253296,0
0.310729,-0.567566,-0.644348,2
0.864938,0.002808,-0.211609,0
0.659842,-0.134583,-0.338806,1
0.619798,-0.207214,-0.366333,1
0.321256,-0.54126,-0.616882,2
0.810106,0.075134,-0.091797,1
0.809694,0.003723,-0.111389,0
0.705927,-0.033875,-0.167175,0
0.613651,-0.234863,-0.328186,1
0.535479,-0.222778,-0.184021,1
0.662897,-0.045532,0.099121,1
0.824788,0.065674,-0.183411,0
0.331141,-0.542358,-0.612915,2
0.436737,-0.18689,-0.200256,1
0.324946,-0.541748,-0.613953,2
0.659132,-0.019653,0.03949,1
0.649989,0.052368,-0.086609,0
0.713086,0.057861,-0.186035,0
0.851616,-0.001953,-0.195984,0
0.331667,-0.542664,-0.611938,2
0.538436,-0.156738,-0.271545,1
0.609958,-0.215332,-0.349182,1
0.321307,-0.540833,-0.614929,2
0.495467,-0.190125,-0.244934,1
0.323532,-0.540771,-0.615417,2
0.860486,-0.073303,-0.207275,0
0.751412,-0.031616,-0.137695,0
0.813318,-0.001221,-0.195374,0
0.455512,-0.179016,-0.155701,1
0.683351,0.004944,0.020081,1
0.321668,-0.541626,-0.615784,2
0.790184,-0.031799,-0.212158,0
0.655997,-0.065491,-0.337463,1
0.550539,-0.21814,-0.23468,1
0.311871,-0.563965,-0.646606,2
0.638403,-0.076172,0.040894,1
0.678969,-0.037598,0.049866,1
0.699212,0.075378,-0.149048,0
0.669281,-0.04425,-0.166687,0
0.312087,-0.56543,-0.645569,2
0.412797,-0.097839,-0.157654,1
0.854924,-0.009766,-0.148499,0
0.644737,-0.001648,-0.082397,0
0.309305,-0.564026,-0.6474,2
0.812213,0.13855,-0.094604,1
0.31093,-0.565002,-0.646423,2
0.703809,0.105042,-0.20282,0
0.309004,-0.565552,-0.646057,2
0.322871,-0.54303,-0.614807,2
0.323177,-0.539185,-0.61676,2
0.758925,0.011292,0.010132,1
0.322763,-0.540466,-0.616089,2
0.672652,0.072571,-0.153503,0
0.48387,-0.122253,-0.146973,1
0.310972,-0.565613,-0.64502,2
0.701169,0.013611,0.033081,1
0.796239,0.081421,-0.041748,1
0.838997,0.040771,-0.051453,1
0.744609,-0.013977,-0.174622,0
0.325552,-0.541443,-0.614746,2
0.847082,0.090027,-0.091736,1
0.695126,0.026672,-0.123474,0
0.875031,-0.118408,-0.1427,0
0.595454,-0.183716,-0.336792,1
0.794135,-0.033142,-0.19574,0
0.674195,0.050293,-0.098511,0
0.318158,-0.539429,-0.617981,2
0.332866,-0.542236,-0.611572,2
0.702597,0.060303,-0.148804,0
0.62548,-0.199219,-0.360962,1
0.325483,-0.541931,-0.613647,2
0.686924,-0.017212,0.05188,1
0.757709,0.042358,-0.011047,1
0.656126,-0.194336,-0.288696,1
0.456425,-0.094788,-0.146057,1
0.331038,-0.542603,-0.612427,2
0.691819,0.015686,-0.208008,1
0.330697,-0.541809,-0.612,2
0.654629,-0.014343,-0.167053,0
0.81869,-0.033264,-0.193542,0
0.314145,-0.567505,-0.643555,2
0.324932,-0.542358,-0.613892,2
0.646218,-0.215942,-0.328491,1
0.676879,-0.026306,-0.162964,0
0.539553,-0.034302,-0.252808,1
0.702457,0.004517,0.022217,1
0.309353,-0.564331,-0.647034,2
0.665134,-0.046204,0.025024,1
0.309516,-0.564514,-0.646912,2
0.648573,0.094055,-0.131897,0
0.651841,0.058411,-0.10144,0
0.325622,-0.542114,-0.613647,2
0.330295,-0.541321,-0.612366,2
0.309592,-0.563843,-0.647461,2
0.629325,-0.195374,-0.358948,1
0.308688,-0.563416,-0.648071,2
0.685044,0.062744,-0.145508,0
0.829972,-0.054382,-0.196289,0
0.825959,-0.0401,-0.233887,0
0.323384,-0.540039,-0.614868,2
0.325471,-0.542236,-0.613525,2
0.79864,-0.003479,-0.208862,0
0.310219,-0.564331,-0.646851,2
0.711588,0.014038,-0.143311,0
0.672676,-0.130127,-0.278564,1
0.33084,-0.54187,-0.612854,2
0.675428,-0.151489,-0.282898,1
0.70123,0.022766,-0.0224,1
0.677806,0.040955,-0.104919,0
0.750343,0.043152,-0.17572,0
0.839764,-0.098206,-0.137268,0
0.309805,-0.564209,-0.645996,2
0.308688,-0.563538,-0.647888,2
0.331483,-0.542786,-0.612305,2
0.40542,-0.118347,-0.226013,1
0.308552,-0.56366,-0.648193,2
0.842555,-0.027222,-0.235352,0
0.485233,-0.163391,-0.180603,1
0.312463,-0.565552,-0.645203,2
0.843434,-0.024841,-0.177979,0
0.698749,-0.001038,-0.196655,0
0.552488,-0.07959,-0.277527,1
0.312075,-0.566772,-0.644897,2
0.717242,0.073242,-0.17395,0
0.312968,-0.566223,-0.643982,2
0.575247,-0.110962,-0.207336,1
0.794135,-0.036011,-0.246399,0
0.674386,0.105408,-0.096436,0
0.624905,-0.146667,-0.261353,1
0.580906,-0.165222,-0.239685,1
0.794793,0.12915,-0.083313,1
0.740068,-0.028198,-0.208252,0
0.674183,0.05072,-0.135559,0
0.331456,-0.542908,-0.612305,2
0.51663,-0.161255,-0.220947,1
0.798192,0.083923,0.006226,1
0.669694,-0.077393,-0.319031,1
0.422792,-0.136719,-0.25531,1
0.321511,-0.540771,-0.615112,2
0.417342,-0.113403,-0.197449,1
0.720124,0.053772,-0.1427,0
0.79114,-0.030823,-0.224792,0
0.325082,-0.541321,-0.614868,2
0.705687,-0.01947,-0.175781,0
0.847539,-0.020691,-0.237,0
0.849826,0.013611,-0.215698,0
0.656785,-0.085876,0.036316,1
0.852364,0.105469,-0.022278,1
0.832216,0.022034,-0.218811,0
0.322647,-0.542542,-0.614746,2
0.652458,-0.001709,0.068054,1
0.322216,-0.541748,-0.615906,2
0.312,-0.563599,-0.647095,2
0.85063,0.065186,-0.231506,0
0.816902,0.128906,-0.094788,1
0.437632,-0.12207,-0.213989,1
0.844249,-0.092163,-0.175903,0
0.846932,-0.033691,-0.196777,0
0.649266,-0.022766,0.069031,1
0.531232,-0.065674,-0.278381,1
0.569642,-0.153259,-0.273621,1
0.87333,-0.088379,-0.179626,0
0.33,-0.541199,-0.612915,2
0.689682,-0.005859,-0.100342,0
0.325291,-0.541382,-0.614563,2
0.861793,-0.105591,-0.168457,0
0.855645,-0.098022,-0.171814,0
0.855846,-0.095337,-0.170105,0
0.311018,-0.56604,-0.645203,2
0.331277,-0.542664,-0.612244,2
0.685533,-0.014893,-0.162964,0
0.312629,-0.56488,-0.645325,2
0.426297,-0.163513,-0.151733,1
0.838303,0.001343,-0.205017,0
0.331241,-0.542297,-0.612915,2
0.43163,-0.109985,-0.156189,1
0.63786,-0.272583,-0.304504,1
0.72279,0.024536,0.016724,1
0.312107,-0.564941,-0.645447,2
0.332013,-0.542786,-0.611267,2
0.312531,-0.564941,-0.645203,2
0.802453,-0.065186,-0.157104,0
0.708239,-0.045654,-0.115967,0
0.320353,-0.539795,-0.617371,2
0.322463,-0.541809,-0.615723,2
0.549713,-0.182312,-0.257813,1
0.853742,0.024719,-0.206787,0
0.322405,-0.542419,-0.614746,2
0.81259,-0.066833,-0.195679,0
0.556584,-0.137085,-0.264221,1
0.731611,0.053101,-0.145569,0
0.869422,0.200317,-0.031189,1
0.331452,-0.541931,-0.61261,2
0.312415,-0.565857,-0.644958,2
0.673109,0.068298,-0.145813,0
0.464884,-0.208923,-0.13678,1
0.661767,-0.082275,0.046753,1
0.500922,-0.121643,-0.157593,1
0.322808,-0.542664,-0.614319,2
0.526748,-0.141846,-0.200439,1
0.822518,0.097839,-0.032349,1
0.661266,0.107361,-0.154114,0
0.846316,-0.022095,-0.158752,0
0.322546,-0.543213,-0.614441,2
0.309551,-0.565796,-0.645813,2
0.323607,-0.541138,-0.615479,2
0.727014,-0.014587,-0.17511,0
0.640427,-0.119202,-0.32196,1
0.312037,-0.565857,-0.645142,2
0.321185,-0.540649,-0.615295,2
0.678805,-0.034851,0.042847,1
0.707839,0.005005,-0.099731,0
0.843713,-0.03064,-0.202881,0
0.719823,0.032715,-0.143066,0
0.323041,-0.54364,-0.614319,2
0.594813,-0.177612,-0.295898,1
0.323976,-0.540649,-0.614868,2
0.86041,-0.015503,-0.169128,0
0.322939,-0.539429,-0.616577,2
0.323663,-0.539612,-0.616272,2
0.657997,0.086548,-0.155212,0
0.32194,-0.542664,-0.614868,2
0.646356,-0.104614,0.04657,1
0.330213,-0.540833,-0.614014,2
0.323018,-0.54248,-0.614746,2
0.309633,-0.564148,-0.647522,2
0.646789,0.086914,-0.12207,0
0.323656,-0.540039,-0.615479,2
0.659158,-0.072754,0.044861,1
0.853635,-0.030151,-0.202515,0
0.69161,0.023804,-0.108459,0
0.309065,-0.564209,-0.647278,2
0.867328,-0.028992,-0.110291,0
0.322214,-0.541321,-0.616516,2
0.599918,-0.035706,-0.280212,1
0.309758,-0.564087,-0.6474,2
0.699944,0.103699,-0.12323,0
0.331736,-0.542664,-0.611572,2
0.842487,-0.053955,-0.200867,0
0.310545,-0.56488,-0.646484,2
0.830307,-0.019653,-0.195923,0
0.325482,-0.541687,-0.61377,2
0.676645,-0.144714,-0.308899,1
0.310721,-0.565247,-0.646118,2
0.852965,-0.043396,-0.221375,0
0.815769,-0.046082,-0.217957,0
0.623345,-0.233398,-0.364807,1
0.330866,-0.542236,-0.612,2
0.675382,0.057556,-0.111694,0
0.795189,0.004333,-0.123535,0
0.651808,-0.098877,-0.328552,1
0.431806,-0.101074,-0.162292,1
0.865318,-0.026672,-0.119812,0
0.474518,-0.04425,-0.208191,1
0.737535,-0.005493,-0.171997,0
0.656612,-0.050537,0.053772,1
0.831157,-0.032349,-0.197754,0
0.611316,-0.139099,-0.316284,1
0.862842,-0.038391,-0.189331,0
0.309513,-0.564026,-0.647339,2
0.854326,0.01001,-0.191589,0
0.809262,0.194397,-0.062805,1
0.644311,-0.01709,-0.103699,0
0.622213,-0.08075,-0.30188,1
0.805238,0.0495,0.000183,1
0.420945,-0.239685,-0.288269,1
0.309001,-0.565796,-0.646423,2
0.518521,-0.186279,-0.241272,1
0.737545,0.006653,0.034607,1
0.701326,0.068787,-0.14856,0
0.324826,-0.541565,-0.614929,2
0.703442,-0.020935,-0.191956,0
0.324615,-0.54126,-0.614746,2
0.645366,0.083618,-0.10437,0
0.331,-0.541809,-0.612915,2
0.708847,0.021118,-0.121033,0
0.668871,-0.111694,-0.327332,1
0.784429,0.078247,-0.189392,0
0.739972,0.000244,-0.006348,1
0.689391,0.07019,-0.151733,0
0.324484,-0.540894,-0.614197,2
0.498999,-0.148376,-0.205383,1
0.323926,-0.540466,-0.615479,2
0.318642,-0.539734,-0.617981,2
0.322533,-0.543274,-0.614441,2
0.323846,-0.542236,-0.614197,2
0.32313,-0.541748,-0.615051,2
0.706517,-0.091797,-0.121948,0
0.728626,0.02063,-0.148071,0
0.777262,0.035156,-0.180359,0
0.719705,-0.006958,0.011353,1
0.636464,-0.109863,-0.330933,1
0.830631,-0.024292,-0.180176,0
0.464296,-0.204224,-0.146301,1
0.322938,-0.541748,-0.616089,2
0.309613,-0.565857,-0.645691,2
0.310856,-0.565002,-0.646729,2
0.641731,-0.209717,-0.327759,1
0.823076,-0.012146,-0.1875,0
0.748709,0.046021,-0.127014,0
0.331526,-0.54303,-0.611877,2
0.313723,-0.567261,-0.64386,2
0.670935,0.063049,-0.137024,0
0.80312,0.089905,0.002563,1
0.810791,-0.042664,-0.145691,0
0.769386,0.067078,-0.162659,0
0.722779,0.046936,-0.033691,1
0.45967,-0.086853,-0.162781,1
0.332857,-0.542358,-0.611328,2
0.853872,-0.020691,-0.196533,0
0.624024,-0.047241,0.073669,1
0.711814,-0.022278,0.046082,1
0.796908,0.033386,-0.154907,0
0.56852,-0.095093,-0.302673,1
0.310316,-0.565674,-0.64563,2
0.311636,-0.566101,-0.644348,2
0.310958,-0.5672,-0.644714,2
0.322892,-0.542725,-0.613892,2
0.312048,-0.564636,-0.645935,2
0.312582,-0.566101,-0.64447,2
0.312915,-0.566162,-0.645142,2
0.688771,0.003418,-0.218811,1
0.324802,-0.540833,-0.614929,2
0.750642,0.042175,-0.17334,0
0.558454,-0.200806,-0.287964,1
0.800782,0.124023,-0.098145,1
0.644989,0.101379,-0.144165,0
0.785513,0.025146,0.016907,1
0.546297,-0.113037,-0.186707,1
0.310646,-0.566833,-0.645264,2
0.738337,0.055603,-0.0047,1
0.810767,0.031128,-0.076843,1
0.859743,-0.02478,-0.082825,0
0.310538,-0.566223,-0.645813,2
0.331451,-0.542725,-0.61261,2
0.42994,-0.108032,-0.160095,1
0.330436,-0.541626,-0.613708,2
0.325082,-0.541443,-0.614807,2
0.323072,-0.54248,-0.614624,2
0.718571,0.057617,-0.202026,0
0.670115,-0.015198,-0.139771,0
0.621279,-0.085083,0.064941,1
0.665648,-0.03595,0.06366,1
0.84846,-0.024841,-0.180054,0
0.759012,0.087158,-0.022156,1
0.429671,-0.099487,-0.13385,1
0.32278,-0.542297,-0.615173,2
0.783248,0.097229,-0.029663,1
0.759188,-0.013977,-0.164063,0
0.831207,0.104858,-0.03595,1
0.799532,0.042847,-0.205505,0
0.329899,-0.54071,-0.614197,2
0.613182,-0.1297,-0.247253,1
0.320174,-0.540527,-0.617432,2
0.64221,-0.222473,-0.368042,1
0.582764,-0.10553,-0.281128,1
0.323865,-0.541016,-0.615356,2
0.677149,-0.145874,-0.289795,1
0.549608,-0.19165,-0.301941,1
0.677416,-0.115601,-0.288147,1
0.661398,0.050049,-0.13501,0
0.667714,-0.075928,-0.322998,1
0.699071,0.066589,-0.190979,0
